name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus
Opal OG Kush,,Indica,20%,Myrcene,"Opal OG Kush is an 80% indica strain grown by Nine Point Growth Industries in Washington state. With genetics coming from a blend of Frankenstein and Lemon OG Kush, Opal OG Kush buds grow into a colorful patchwork of red, green, and purple hues. Heavy, cerebrally concentrated euphoria melts down throughout the body, evening out to calming relaxation and dreamy bliss. Opal OG Kush is grown indoors in a soil medium, and is available in Washington’s recreational cannabis stores.",69%,38%,76%,0%,30%,0%,0%,0%,7%,0%,23%,0%,7%,15%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,53%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Diamond Valley Kush,,Hybrid,,,"Diamond Valley Kush is an indica-dominant hybrid that produces dense, medium-sized buds that emanate a classic OG aroma. These earthy nuggets have bright green foliage with brownish orange hairs throughout. This Kush variety supplies a deep, stoney buzz to the body and flushes the mind of anxiety and depression. Newbies, approach this powerful indica strain with caution. ",57%,42%,0%,42%,28%,14%,14%,0%,0%,0%,28%,0%,14%,28%,0%,0%,0%,0%,0%,0%,0%,28%,28%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Peachy Mack,,Hybrid,,,"Bred by Mr. Mack’s Snacks, Peachy Mack crosses the tropical terpene profile of Golden Pineapple (Golden Goat x Pineapple Kush) with Peaches and Cream to create a strain with sweet and skunky flavors, and a creamy peach, pineapple aroma. This strain is said to have an enjoyable and social buzz that is perfect to share amongst friend or to break the ice with new ones. Peachy Mack is known to have quite the cerebral sizzle, so mind your dosage while sharing this flower.  ",0%,50%,0%,50%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,75%,0%,0%,0%,75%,0%,50%,0%,25%,25%,25%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Bianca,,Hybrid,18%,,"Bianca is a three-way indica-dominant hybrid that brings classic genetics and flavors together. This strain was created by blending a White Widow and Afghan cross with the Empress phenotype White Queen. It grows squat and sturdy plants that produce healthy yields with the proper amount of TLC. Known for its pungent hashy aroma and equal measures of euphoria and sedation, Bianca calms the consumer while enhancing mood, making it good medicine for patients seeking to curb anxiety, body aches, and nausea. ",71%,0%,28%,28%,42%,28%,0%,0%,0%,14%,57%,0%,28%,42%,57%,28%,0%,0%,0%,0%,0%,0%,0%,0%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
P-51,,Indica,18%,,"P-51 is a piney, earthy indica strain that crosses a Tahoe OG male with a Blackberry mother. Created by Clint Pipkin, a grower in both Humboldt County and Northwestern Washington, the male was flowered in a window sill on the Key Peninsula in Pierce County. Thousands of seeds were created during this cross, and the producer narrowed this strain down to the best cut from 70 phenotypes. This has since become Stash Cannabis' signature strain and was also listed as DOPE Magazine’s “Strain of the Month” in June 2015.",0%,42%,0%,31%,36%,42%,26%,15%,10%,5%,31%,42%,0%,31%,26%,31%,0%,0%,0%,0%,0%,0%,31%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Or,,Hybrid,19%,Limonene,"Or, comprised of 70 percent indica genetics, is an Israeli strain from the medical cannabis supplier Tikun Olam. Primarily designed for patients with sleep disorders, Or also remedies an array of other symptoms including nausea, pain, inflammation, indigestion, and appetite loss.",65%,55%,40%,0%,40%,35%,0%,0%,0%,0%,55%,70%,40%,0%,50%,70%,0%,5%,0%,0%,0%,0%,0%,0%,55%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Pink Pez,,Hybrid,16%,Caryophyllene,"This indica-dominant hybrid is appropriately named after its parents, Pez and Sour Pink Grapefruit. Its aroma also appropriately follows suit, emitting a pleasant, sweet aroma reminiscent of a juicy grapefruit. Atypical of most strains, Pink Pez’s taste contrasts the smell, rendering spicy, floral undertones on the palate. The strain onsets with a hard-hitting head rush before mellowing out into a heavy-lidded physical effect, making this flower appropriate for day and nighttime use depending upon dosage and tolerance.",40%,70%,60%,40%,40%,40%,40%,10%,0%,0%,70%,40%,60%,40%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Alien Inferno,,Hybrid,,,"Using a White Fire #6 and Alien OG hybrid and crossing it again with Diablo, LivWell created Alien Inferno. Rock solid buds slathered in trichomes and red pistils, Alien Inferno is a heavy-handed OG hybrid that can help relieve pain, boost creativity, and help you unwind. With the taste of earth, pine, and lemon, this potent indica-dominant hybrid will take care of even the most experienced connoisseur.",46%,69%,46%,46%,0%,15%,7%,0%,0%,7%,15%,0%,23%,23%,0%,0%,0%,0%,0%,46%,0%,7%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Ol' Betsy,,Hybrid,17%,,"Ol’ Betsy, bred by Liontree Farms, is a high-THC heritage strain with roots in Northern California. ",100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,0%,0%,0%,50%,0%,100%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%
OG Purple Fire Thai,,Hybrid,,,OG Purple Fire Thai by Snow High Seeds is a potent cannabis strain created out of friendship and collaboration. The NorCal Fire OG was sourced from friends of the breeder who’d been growing this cutting for years in Laytonville. This NorCal Fire OG cut was then pollinated by a Purple Thai x Neville’s Haze F3 male which Snow High has utilized in many of their strain offerings.,0%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,100%,100%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
White Dragon,,Indica,22%,,"White Dragon is a pure indica strain bred by Eva Seeds through crossing Northern Lights and an Afghani indica. The result is a strain so potent, White Dragon won Spannabis’ category for most resinous variety in 2012. Woody, earthy, and spicy notes give White Dragon a subtle aroma commonly found in the Kush family. An immediate wave of sedating relaxation and calming lethargy overcome the consumer, crushing sleeplessness, pain, and other severe symptoms. White Dragon buds finish flowering in 45 to 50 days indoors, or early October outdoors, and growers will be pleased to find heavy yields of THC-rich flowers waiting for them at harvest.",71%,50%,0%,0%,35%,21%,21%,21%,7%,7%,35%,42%,0%,35%,35%,50%,0%,0%,42%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Holy Ghost,,Hybrid,,,"Holy Ghost is a harmony of attractive genetics that balance the relaxing nature of indicas with sativas’ cerebral activity. Parent strains Satori, Amnesia Haze, Pitbull, and Durban Poison combine to create a pungent blend of diesel and citrus aromas that are enhanced by an earthy exhale of spiced sandalwood. The interplay of sativa and indica genetics relax the body without putting you to sleep, and energize the mind without overstimulation. Holy Ghost is an enjoyable answer when faced with stress or depression. ",81%,43%,62%,25%,0%,25%,6%,6%,0%,0%,12%,0%,18%,25%,0%,50%,0%,6%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Chicle,,Hybrid,,,"Chicle (aka Bubbledawg) by T.H. Seeds is an award-winning flower with plentiful resin production. This commonsense cross of Bubble Gum and Chemdawg yields beautiful green buds knotted in copper hairs and covered in glittering resin. This flower’s large resin glands and vigorous growth make it ideal for producing hash or cannabis concentrates. Chicle won 1st place Resin at 2015 Expogrow in Irun, Spain as well as 3rd place Resin at the Spannabis Champions Cup in Barcelona. Chicle’s bouquet is a mixture of sweet Bubblegum and fuel-forward terpenes.     ",0%,25%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,25%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Mt. Rainier,,Hybrid,19%,,"As beautiful as the snowcapped mountain this strain was named after, the resinous Mt. Rainier hybrid was bred by RedEyed Genetics and hails from the Pacific Northwest. Northern Lights #5 meets White Lotus to create these frosty flowers that unleash scents of sweet citrus and fresh pine. This hybrid is great for daytime use, but don’t overdo it if you intend to stay functional and productive.",80%,70%,0%,50%,0%,30%,10%,0%,10%,0%,30%,0%,0%,30%,0%,0%,0%,0%,30%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Beautiful Nightmare,,,,,"Beautiful Nightmare is a marijuana strain. We’re still learning about the flavors and effects of Beautiful Nightmare. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Blueberry Silvertip,,Hybrid,18%,Myrcene,"Blueberry Silvertip first took root in Big Sky Country when a Montana Silvertip plant was crossed with the famous indica Blueberry. The result is a smooth, flavorful hybrid that is sweet, fruity and works well for managing pain, anxiety, and migraines.",63%,59%,38%,47%,0%,25%,13%,6%,0%,6%,38%,34%,34%,36%,0%,0%,0%,4%,20%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Paris XXX,,Indica,,,"Paris XXX is an extension of the Paris OG family that has placed in multiple Cannabis Cup competitions. This indica variety combines Headband OG, Chemdawg, and OG Kush genetics, creating a crisp, piney, and woody flavor on inhale. The fast-acting effects provide a balance of cerebral stimulation and full-body relaxation. Paris XXX is known to increase your appetite while also sparking creativity. ",60%,0%,0%,80%,0%,0%,0%,0%,0%,40%,40%,0%,20%,40%,40%,0%,60%,0%,0%,100%,80%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Dream Girl,,Hybrid,13%,Myrcene,"Bred by Ideal Herbs, Dream Girl is a potent cross between Blue Dream and GSC, two of the world’s most famous strains. Its buds are dense and chunky with sweet, skunky aromas followed by earthy, lavender, and citrus undertones. The high is relaxed and mellow, making Dream Girl a great strain for consumers seeking euphoric effects without the anxious edge.",0%,66%,0%,33%,0%,33%,16%,16%,16%,16%,16%,0%,16%,0%,0%,0%,50%,0%,0%,0%,50%,0%,0%,0%,0%,0%,16%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Morning Star,,Hybrid,,,"A very potent strain of cannabis, Morning Star provides an uplifting and mind-expanding high.  Sweet and expansive smoke, THC content as high as 24%.",0%,40%,54%,54%,0%,45%,31%,18%,13%,0%,50%,18%,0%,40%,18%,0%,27%,18%,0%,0%,31%,0%,0%,0%,0%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Hawaiian Duckfoot,,Indica,,,"Hawaiian Duckfoot is a Hawaiian landrace strain with the unique Duckfoot genetic characteristics, meaning the fingers of its leaves appear webbed. Its buds are large, dense, and coated in trichomes. From the indica-dominant Hawaiian Duckfoot, you can expect a tropical skunk and hash smell and sweet flavors in addition to heavy effects that leave you feeling euphoric and at ease. ",66%,0%,66%,100%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,66%,66%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%
Yogi Diesel,,Hybrid,,,"A pungent mix of Sour Diesel and Northern Lights #5, Yogi Diesel is a great way to relieve stress and maintain your energy. This sativa-dominant hybrid provides an uplifting and inspirational sense of euphoria. The bold skunky notes of diesel fuel mix with spiced lemon and pine flavors to give a relaxing but creative effect that will help get you through your to-do list.",0%,50%,66%,66%,0%,50%,0%,16%,0%,16%,33%,50%,16%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%
Mud Bite,,Indica,16%,Myrcene,"There is a very little known about Mud Bite. This strain supposedly originated in Ketchikan, Alaska among an enclave of float houses. When the tide receded and the float houses sank, they came to rest on the cold, muddy seafloor, which was referred to as the Mud Bight. This 75% indica-dominant strain is possibility a long lost descendant of Afghani genetics transplanted in Alaska sometime in the early to mid 70’s.    ",100%,100%,0%,0%,100%,50%,50%,0%,0%,0%,0%,0%,50%,0%,50%,100%,0%,0%,0%,0%,0%,50%,0%,100%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Sour Bobby,,,,,"Sour Bobby is a marijuana strain. We’re still learning about the flavors and effects of Sour Bobby. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Chaos Kush,,Hybrid,16%,Limonene,"Chaos Kush is a hybrid marijuana strain. We're still learning about the flavors and effects of Chaos Kush - if you've smoked, dabbed, or consumed this strain before, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Nigerian Silver,,,22%,Myrcene,"Nigerian Silver is a marijuana strain. We’re still learning about the flavors and effects of Nigerian Silver. If you’ve smoked, dabbed or consumed this strain before, tell us about your experience by leaving a review.",0%,50%,0%,50%,0%,50%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,50%,0%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Karma Bitch,,Hybrid,,,"Karma Bitch is a 50/50 hybrid cannabis strain bred by Rare Dankness using parent strains Skywalker OG and Nevil’s Wreck. It produces a well-balanced cerebral sensation with lingering notes of chocolate and coffee. Once the pistils turn a fiery orange color around 9-10 weeks, the resinous flowers will be ready for harvest.",47%,52%,0%,52%,0%,17%,29%,5%,0%,0%,23%,11%,17%,17%,0%,0%,0%,0%,0%,41%,0%,0%,35%,0%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Yuck Mouth,,Hybrid,,,"Yuck Mouth is an indica-dominant hybrid marijuana strain made by crossing GMO Cookies and Do-Si-Dos. This strain produces uplifting effects that are cerebral and buzzy. Consumers love that Yuck Mouth helps spark creativity and increase focus. Flavors featured in this strain are gassy and a little funky. Medical marijuana patients choose Yuck Mouth to help relieve symptoms associated with chronic stress and muscle tension. Growers say this strain has an average flowering time of 10 weeks and offers a heavy yield. If you've smoked, dabbed or consumed Yuck Mouth, tell us more about this strain by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Gaswerx,,Hybrid,20%,Ocimene,"Bred by Gold Leaf Gardens, Gaswerx crosses Chem '91 x Ghost OG to create this gassy-flavored hybrid.",100%,100%,0%,0%,0%,0%,0%,0%,0%,0%,100%,0%,0%,100%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Lemon Larry Lavender,,Hybrid,,,"Lemon Larry Lavender by Big Buddy Seeds is greater than the sum of its parts. The stunningly flavorful cross of Lemon Larry OG Kush and Lavender offers sweet citrus aromas overlaid by velvety floral terpenes. With loosely sedative effects brought on by the Lavender and an elevated mental state from the concentration of limonene, Lemon Larry Lavender pairs perfectly with video games and movie nights with friends. Providing a bright mind and relaxed body, this indica-dominant strain is ideal for abating depression as well as minor aches and pains. ",0%,25%,0%,37%,0%,0%,12%,0%,0%,0%,37%,37%,37%,0%,0%,0%,25%,0%,0%,0%,37%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Downing Dog,,Hybrid,,,"Downing Dog is a hybrid marijuana strain. We're still learning about the effects of Downing Dog - if you've smoked this strain recently, tell us about it by leaving a review.",0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Afpak,,Hybrid,18%,Limonene,"Afpak, named for its direct Afghani and Pakistani landrace heritage, is a beautiful indica-dominant hybrid with light green and deep bluish purple leaves. The taste and aroma are floral with a touch of lemon, making the inhale light and smooth. Its effects start in the stomach by activating the appetite. There is also a potent relaxation that starts in the head and face, and gradually sinks down into the body. Enjoy this strain if you’re suffering from stress, mild physical discomfort, or having difficulty eating.  ",100%,50%,0%,0%,33%,0%,0%,0%,0%,0%,66%,33%,66%,0%,33%,50%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Space Needle,,Sativa,15%,,"Space Needle, named after Seattle's iconic landmark, is a mostly sativa strain descended from Blue Dream and Vortex. Artists needing a creative kick will appreciate Space Needle's engaged and imaginative buzz, while patients may look to this sativa for relief of stress, anxiety, and depression.",27%,0%,27%,27%,0%,18%,9%,9%,0%,9%,18%,0%,18%,0%,0%,27%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,27%,9%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Bubba Tom Hayes,,Hybrid,,,"Bubba Tom Hayes is a hybrid that crosses Pre-98 Bubba Kush with a select Haze variety that was bred by Tom Hill. The hybrid tends to be Haze-dominant with a sweet, herb flavor that mixes with musky Kush undertones. The effects tend to be led by the sativa genetics as well, inciting uplifting cerebral activity that eventually fades to a relaxing body effect. The Bubba Kush influence helps speed up the flowering cycle, allowing Bubba Tom Hayes to finish in around 10 weeks when cultivated indoors.",42%,57%,57%,42%,0%,0%,14%,0%,0%,0%,28%,0%,42%,0%,0%,0%,0%,0%,0%,28%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Aberdeen,,Hybrid,,,"Aberdeen is a variety of Agent Orange grown by Canadian LP Aphria. Like Agent Orange, Aberdeen combines the genetics of Orange Velvet and Jack the Ripper to create a mix of sweet orange and citrus flavors. The happy, uplifting effects of Aberdeen mirror Agent Orange and are regularly prescribed for anxiety, migraines, and gastrointestinal disorder.",0%,66%,0%,100%,66%,33%,33%,0%,0%,0%,0%,0%,33%,0%,0%,0%,66%,0%,66%,0%,0%,33%,0%,100%,0%,0%,33%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
LA Woman,,Hybrid,21%,Myrcene,"LA Woman is a match of two multi-award winning strains by DNA Genetics, Martian Mean Green and LA Confidential. This strain's taste is sweet and robust with the flavor lasting well after the exhale. It's hard to go wrong with LA Woman's incredible smell and potency. This strain has frosty buds and is definitely a crowd-pleaser.",52%,44%,47%,36%,0%,36%,13%,0%,3%,1%,48%,37%,23%,37%,0%,0%,0%,3%,0%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Khola,,Hybrid,,,"Khola is a sociable cross between Brazilian, Thai, and Dutch strains. Originally created by Dutch Passion, Khola is giggly and mellow. Its mild nature makes it perfect for users who need to get things done. Providing you with the best of both worlds, this hybrid is uplifting and cerebral, yet provides a light and relaxing body sensation. Khola flowers between 7 and 10 weeks and grows well both indoors and outdoors, making it one of the more versatile strains available.",0%,0%,60%,40%,0%,60%,60%,0%,20%,0%,80%,0%,20%,80%,40%,60%,0%,0%,0%,0%,40%,20%,0%,80%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Old Mother Sativa,,Sativa,,,"Old Mother Sativa is an enormous plant with uplifting, euphoric effects. This strain is believed to have originated in Southeast Asia, but gained popularity in Australia during the 1960’s and 70’s. With bushes that can reach upwards of 15 feet tall, this flower grows well in a variety of climates. Known for its resistance to drought and its long growing season, Old Mother Sativa yields a wealth of frosty buds, given the time to flourish. Expect happy, uplifting effects that nullify stress and imbue the consumer with a giddy sense of wellbeing.  ",0%,66%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,33%,66%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
