name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
Chocolate Hashberry,,Hybrid,17%,Myrcene,"Chocolate Hashberry is an aromatic strain with quality effects and beautiful foliage. With a smell indicative of its name, Chocolate Hashberry reeks of chocolate, hashy spice, and sweet berries. This delicious scent comes from combining two fantastic Kush cuts, Chocolate Kush and Blackberry Kush. On top of its excellent flavor and aroma, Chocolate Hashberry’s Kush lineage offers a delightful mid-level sedation and a relaxed mental state that helps curb anxiety and minor pain while enhancing mood and focus. ",66%,55%,42%,40%,0%,15%,14%,4%,7%,6%,31%,30%,17%,23%,0%,0%,0%,0%,0%,26%,0%,0%,0%,0%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.004,0.01,0.0,0.001,0.0,0.0,0.029,0.001,0.003,0.025,0.114,0.013,0.0,0.303,0.792,,0.03,0.173,0.0,0.0,,0.63,0.0,17.65,0.0,0.0,0.08,0.0,0.0,0.0,1.13,0.04,0.0,
Mars OG,,Indica,17%,Limonene,"Mars OG is one spacey indica. Coming out of the California Bay Area, Mars OG has been given its planetary name in reference to its growing conditions. Planetary strains refer to strains which began indoors and were moved outdoors to complete the grow cycle in more natural conditions. The end result is a dense bud with a high flower-to-leaf ratio that produces a heavy-handed body buzz. With a hearty, thick taste and pungent smell, Mars OG will take away your pains and easily put you to sleep.",44%,37%,33%,28%,44%,30%,18%,6%,1%,0%,32%,30%,14%,21%,30%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.002,0.0,0.0,0.02,0.0,0.0,0.128,0.0,0.0,0.028,0.127,0.024,0.0,0.418,0.236,,0.052,0.28,0.0,0.0,,1.06,0.0,17.64,0.01,0.0,0.05,0.0,0.0,0.0,0.46,0.07,0.0,
Ringo's Gift,,Hybrid,12%,Myrcene,"Ringo’s Gift is a high-CBD strain that crosses Harle-Tsu and ACDC. It is named for the late Lawrence Ringo, a cannabis activist and CBD pioneer. Ringo’s Gift comes in several different phenotypes and ratios. The first of which is a “one-for-one” strain, meaning it has an equal ratio of CBD to THC, but Ringo's Gift has seen ratios as steep at 24:1 CBD/THC. This strain has become a favorite in the cannabis clubs of Barcelona, providing a mellow mix of cerebral activity and soothing, full-body relaxation without the “couch lock” effect.",66%,40%,0%,42%,0%,13%,10%,0%,0%,1%,40%,43%,24%,37%,0%,0%,0%,2%,0%,16%,0%,0%,36%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.01,0.01,0.0,0.027,0.045,0.0,0.039,0.0,0.0,0.0,0.04,0.346,0.0,0.106,0.714,,0.128,0.059,0.0,0.0,,0.12,0.0,0.59,0.0,0.0,15.38,0.76,0.01,0.19,0.6,0.09,0.06,
Sour Chem,,Hybrid,21%,Caryophyllene,"Chemdog Sour Diesel (or Chem Sour) from Reservoir Seeds is a sativa-dominant hybrid cannabis strain that combines champion genetics from Chemdog D and Sour Diesel. With a sharp sour bite, Chemdog Sour Diesel has a funky fuel and earthy pine aroma that stuns the senses. Its buzzing euphoria leaves you feeling elevated and uplifted, but anxiety-prone individuals should tread carefully with this high-flying sativa. ",48%,63%,51%,58%,0%,25%,10%,7%,2%,4%,20%,16%,11%,20%,0%,0%,0%,0%,0%,0%,47%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.012,0.005,0.0,0.002,0.0,0.0,0.087,0.0,0.003,0.084,0.162,0.041,0.0,0.415,0.208,,0.079,0.358,0.0,0.0,,0.39,0.0,23.8,0.0,0.0,0.08,0.0,0.0,0.0,0.49,0.13,0.0,
Wonder Woman,,Hybrid,15%,Myrcene,"What makes Wonder Woman so wonderful? If you were to ask growers, they would say it’s the plant’s impressively high yields; if you were to ask consumers, they would probably cite its long-lasting buzz. Wonder Woman is a possible cross of Ice and another hybrid that tends to grow tall. On average, plants will flower in 9-11 weeks, producing copious amounts of tight buds that make for easy trimming. The flowers have a skunky smell with notes of fruit and jet fuel.",52%,58%,47%,47%,0%,28%,10%,1%,0%,4%,37%,22%,29%,27%,0%,0%,0%,5%,0%,0%,41%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.008,0.005,0.0,0.0,0.0,0.0,0.041,0.0,0.006,0.033,0.122,0.026,0.0,0.334,0.19,,0.048,0.223,0.0,0.0,,0.26,0.0,24.29,0.0,0.0,0.05,0.0,0.0,0.0,0.76,0.3,0.0,
Banana Sherbet,,Hybrid,17%,Limonene,"Banana Sherbet is a potent hybrid marijuana strain made by crossing Banana Kush and Sunset Sherbet. Banana Sherbet is a strain that is especially loved by creators and artists for its ability to help boost creative thinking and provide inspiration. As its name suggests, Banana Sherbet smells and tastes like ripe bananas. Because of its potency, those with less experience smoking THC should smoke Banana Sherbet in small quantities until you get comfortable with the strain. Banana Sherbet buds are bright and frosty with shades of green and yellow hairs. Medical marijuana patients choose Banana Sherbet for its pain-reducing qualities.",33%,33%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.094,0.03,0.0,0.13,0.149,,0.054,0.344,0.0,0.0,,0.21,0.0,17.5,0.0,0.0,0.07,0.0,0.0,0.0,0.32,0.09,0.0,
Super Jack,,Sativa,18%,Terpinolene,"A super sativa, Super Jack mixes Super Silver Haze with the illustrious Jack Herer to create a sweet, spiced blend with a rich buttery aroma. The potent effects spark creativity and provides an uplifting boost of energy. Super Jack is a great daytime strain that will calm any anxieties and propel you through your day.",0%,52%,0%,57%,0%,22%,16%,6%,2%,4%,30%,19%,27%,26%,0%,0%,0%,0%,0%,40%,65%,22%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.032,0.0,0.0,0.005,0.0,0.0,0.003,0.01,0.113,0.797,0.003,0.125,0.072,0.021,0.348,0.104,,0.113,0.101,0.013,0.0,,0.37,0.0,21.64,0.0,0.0,0.07,0.0,0.0,0.02,1.57,0.14,0.0,
Grapefruit Kush,,Hybrid,18%,,"This cannabis strain is a cross of BC Kush and Grapefruit, Grapefruit Kush is one of the classic old-school Afghani Kush strains.  Large buds with a fruity hash taste, produces enjoyable smooth and creamy smoke with a great high.",44%,53%,45%,39%,0%,26%,21%,7%,7%,3%,34%,17%,24%,25%,13%,0%,0%,0%,0%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.021,0.008,0.002,0.004,0.0,0.099,0.002,0.005,0.007,0.108,0.041,0.0,0.328,0.149,,0.074,0.509,0.004,0.0,,0.41,0.0,19.36,0.0,0.0,0.03,0.0,0.0,0.0,1.87,0.11,0.02,
Where's My Bike,,Hybrid,22%,,"Where’s My Bike by Karma Genetics is a high-yielding cross of Amnesia and Biker Kush that gives way to a pleasant and heady buzz. This strain is known to produce a solid mixture of terpenes including caryophyllene, terpinolene, and humulene. Utilize Where’s My Bike throughout the day to improve mood while tempering stress.  ",30%,50%,38%,34%,0%,11%,7%,3%,7%,3%,15%,0%,7%,11%,0%,0%,0%,0%,0%,0%,34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.037,0.0,0.0,0.0,0.028,0.02,0.0,0.0,0.267,1.13,0.021,0.052,0.061,0.034,0.193,0.232,,0.106,0.243,0.018,0.0,,1.05,0.0,27.25,0.0,0.0,0.06,0.0,0.0,0.0,2.09,0.06,0.0,
Wifi 43,,Indica,20%,Limonene,"White Fire 43 is a select phenotype of White Fire OG grown by TLC Collective in Los Angeles, CA. Number 43 was the standout phenotype in a lot of over 500 White Fire OG seeds, originally bred by OG Raskal. The strong medicinal and pain-fighting effects are ushered in with a pungent earthy aroma that is amplified by flavors of lemons and sour citrus. White Fire 43 is great before bedtime, helping you relax, decompress, and find sleep.",82%,52%,47%,0%,64%,35%,26%,0%,0%,0%,23%,17%,14%,0%,26%,44%,0%,0%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.012,0.006,0.0,0.008,0.0,0.0,0.123,0.0,0.003,0.029,0.08,0.043,0.0,0.264,0.176,,0.075,0.369,0.0,0.0,,3.16,0.0,21.08,0.0,0.0,0.05,0.0,0.0,0.0,0.66,0.14,0.03,
Kryptonite,,Indica,16%,Myrcene,"A mysterious clone-only hybrid, Kryptonite is rumored to be a cross between Mendocino Purps and Killer Queen created by breeders at the Bay Area’s famed Oaksterdam University. This strain is a good choice for those seeking to treat serious pain without overwhelming sleepiness. Kryptonite features a musty tropical fruit smell and a sweet, sugary flavor reminiscent of Cinderella 99, one of the parent strains to Killer Queen. ",65%,51%,41%,33%,41%,31%,16%,8%,4%,0%,40%,35%,21%,34%,29%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.216,0.031,0.0,0.793,0.348,,0.053,0.26,0.0,0.0,,1.64,0.0,24.7,0.0,0.0,0.03,0.0,0.0,0.0,0.2,0.09,0.0,
OZ Kush,,Hybrid,27%,Terpinolene,"3rd Gen Family Farms and Terp Hogz produced OZ Kush by crossing their award-winning OG Eddy Lepp with Zkittlez. This fruity cultivar is backed by an OG Kush high with lots of trichomes. For those looking for an evening wind-down strain with fruity genetics, OZ Kush might become your new favorite.",75%,0%,50%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.2,0.098,0.0,0.0,0.188,0.017,,0.004,0.045,0.0,0.0,,89.42,0.0,,0.0,0.27,0.0,0.19,0.0,0.0,0.0,1.16,0.0,
Sour Lemon,,Hybrid,18%,Myrcene,"Bred by Emerald Triangle Seeds, Sour Lemon OG is a sativa-dominant hybrid cross between California Sour and Lemon OG. This 65% sativa strain is named after its aromatic sour smell with recognizable notes of lemon, lime, and apple. Sour Lemon OG elevates the mind and body simultaneously, making this a good go-to strain for social events or a busy day. During its vegetative cycle, Sour Lemon OG develops rapidly and robustly before its 74 day flowering period.",50%,61%,0%,45%,0%,14%,14%,1%,5%,1%,27%,17%,28%,21%,0%,0%,0%,0%,0%,42%,41%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.046,0.005,0.005,0.0,0.0,0.0,0.003,0.02,0.461,1.165,0.025,0.078,0.09,0.035,0.274,0.471,,0.147,0.304,0.018,0.0,,1.46,0.0,25.56,0.0,0.0,0.06,0.0,0.0,0.0,1.95,0.1,0.0,
Golden Ticket,,Hybrid,17%,Terpinolene,"Golden Ticket from Archive Seeds Bank is a 50/50 hybrid strain that gives you special access to euphoria’s top floor. Combining genetics from Golden Goat and Face Off OG, Golden Ticket balances full-body relaxation with invigorating cerebral qualities. Its aroma is an enticing mix of tangy lemon, sweet lime, and sour skunk. Keep in mind, Golden Ticket may also refer to a phenotypic variation of Chernobyl, a hybrid from TGA Seeds.",44%,53%,54%,56%,0%,24%,5%,2%,0%,4%,31%,0%,27%,24%,0%,0%,0%,0%,12%,36%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0416,0.0,0.0,0.0,0.0351,0.0543,0.0,0.021,0.0268,0.644,0.0254,0.0248,0.111,0.0295,0.0803,0.292,,0.163,0.218,0.0213,0.0,,3.02,0.0,17.7,0.07,0.0,0.0,0.0,0.0,0.0,0.34,0.09,0.0,
Euphoria,,Sativa,13%,Myrcene,"Euforia (or Euphoria) was bred from Skunk strains in the early 2000s by Amsterdam’s Dutch Passion seed company. Once out, this strain began to collect awards including 2nd Place in the sativa category at the 2000 High Times Cannabis Cup and a Best Seeds HighLife Cup in 2002. These plant requires minimal fuss when growing and can even produce a bumper crop for the savvy grower after her initial flowering at 9 weeks. Euforia may have Skunk parents, but the aroma is sweeter and more floral than skunky. Effects of this strain are upbeat and social overall, so much so that it might be too energetic for some users, especially if sleep is the goal. Great for social anxiety, this strain performs just as expected and promotes a sense of well-being.",0%,63%,76%,58%,0%,29%,23%,6%,3%,0%,36%,26%,27%,29%,0%,0%,39%,10%,0%,0%,51%,0%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.038,0.114,0.0,0.01,0.149,0.027,0.0,0.434,0.684,,0.017,0.034,0.0,0.0,,0.34,0.0,16.52,0.0,0.0,0.04,0.0,0.0,0.0,1.06,0.09,0.0,
Lemon Thai,,Sativa,21%,Myrcene,"Lemon Thai is great for those looking for a little extra creative spark. Originally produced by Dutch Flowers, Lemon Thai is a cross between a Thai sativa and a Hawaiian strain. Taking after its Thai parentage, the effects of this strain are extremely cerebral, allowing users to feel introspective, focused, and thoughtful. This strain features a pleasant lemony-mint taste and typically flowers in 10 weeks. Lemon Thai produces high yields both indoors and outdoors but appreciates a lot of space to grow.",37%,57%,0%,45%,0%,23%,17%,2%,0%,6%,36%,18%,30%,21%,0%,0%,0%,3%,0%,40%,52%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.016,0.175,0.039,0.0,0.165,0.0,0.075,0.0,0.024,0.25,0.359,0.083,0.0,1.144,0.21,,0.078,0.19,0.0,0.0,,2.08,0.0,63.02,0.1,0.0,0.17,0.0,0.0,0.0,2.6,0.16,0.11,
White Berry,,Indica,20%,Caryophyllene,"White Berry is a versatile indica strain that produces calming effects while giving users an extra pep in their step. When White Berry is consumed in higher quantities, the typical result is a sativa head high effect with an indica-style body high. Those who smoke White Berry also say it makes them feel creative happy. White Berry is made by crossing Blueberry with White Widow.",49%,55%,56%,41%,0%,34%,18%,12%,8%,0%,46%,29%,26%,35%,16%,0%,0%,5%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.0,0.204,0.037,0.0,0.58,0.488,,0.054,0.438,0.0,0.0,,73.62,0.56,0.2,0.51,3.28,0.07,0.47,0.0,0.0,0.0,2.32,0.08,
501st OG,,Hybrid,21%,Myrcene,"501st OG, bred by Rare Dankness, is an indica-dominant hybrid that crosses Skywalker OG with Rare Dankness #1. The colorful flowers are tinged with a wide spectrum of green, blue, red, and purple hues that give off a deep piney kush aroma that mixes with the sweetness of grape flavors. The potent effects make 501st OG a great nighttime strain to help with pain relief and trouble sleeping.",81%,47%,44%,25%,41%,19%,6%,1%,0%,1%,33%,32%,22%,27%,31%,0%,0%,1%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.005,0.0,0.0,0.001,0.0,0.0,0.094,0.0,0.0,0.029,0.037,0.031,0.0,0.133,0.427,,0.055,0.33,0.0,0.0,,0.4,0.01,22.18,0.02,0.0,0.08,0.0,0.0,0.02,0.71,0.08,0.0,
Chiquita Banana,,Hybrid,26%,Limonene,"Chiquita Banana by Utoptia Farms takes the Banana OG cut to the next level. A cross between parent strains OG Kush and Banana, Chiquita Banana leads with a potent heady sizzle (likely brought on by the enormous quantity of THC) which then melds into a Kush-esque body buzz that is relaxing but not sedative. These Kush effects continue to gain potency over time, “creeping” over the body. This powerful hybrid is an outstanding option for patients struggling to hurdle their tolerance barrier, and its effects are also well-suited for those suffering from chronic pain or nausea.",64%,75%,57%,46%,0%,17%,10%,0%,7%,0%,32%,28%,21%,0%,17%,0%,0%,0%,0%,32%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.06,0.218,0.021,0.0,0.248,0.197,0.0,0.907,1.061,,0.305,1.938,0.0,0.0,,2.58,0.0,79.92,0.02,0.0,0.15,0.0,0.0,0.0,1.08,0.56,0.06,
Boss OG,,Hybrid,19%,Myrcene,"Boss OG by Dark Heart Nursery is a fragrant OG Kush phenotype with similar qualities to Fire OG. This strain emits telltale OG aromas of lemon, lime, and fuel, and offers consumers happy, relaxing effects that can trim away stress and pain. Boss OG produces an abundance of cannabis buds over its 9 to 10 week flowering cycle, so DHN recommends that growers double trellising for added stability. Its generous yield and excellent flavor make Boss OG a rewarding grow for intermediate cultivators.    ",51%,38%,38%,32%,0%,6%,4%,2%,0%,0%,16%,16%,16%,18%,0%,0%,0%,0%,0%,28%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.014,0.012,0.0,0.009,0.0,0.0,0.178,0.002,0.013,0.031,0.13,0.057,0.0,0.394,0.886,,0.107,0.579,0.0,0.0,,2.32,0.02,19.73,0.02,0.0,0.05,0.0,0.0,0.0,0.39,0.09,0.06,
Locktite,,Hybrid,18%,Caryophyllene,"Using their Mt. Rainier hybrid and crossing it with the award-winning Original Glue, RedEyed Genetics created the sticky Locktite. Scents of citrus and diesel overwhelm you as you enjoy this tasty flower engulfed in trichomes. Taking after the Gorilla Glue in effect and certainly in resin production, this is an upbeat and powerful strain.",65%,65%,47%,42%,0%,17%,15%,2%,0%,5%,50%,32%,40%,42%,0%,0%,0%,7%,0%,30%,0%,22%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.005,0.014,0.0,0.0,0.099,0.0,0.077,0.038,0.0,0.077,0.244,0.036,0.0,0.586,0.48,,0.05,0.1,0.0,0.0,,1.59,0.01,20.19,0.06,0.0,0.07,0.0,0.0,0.0,0.5,0.05,0.02,
Squirt,,Hybrid,17%,Caryophyllene,Squirt is an sativa-dominant hybrid marijuana strain bred by Humboldt Seeds Company. This strain is made by crossing Tangie with Blueberry Muffin. The result is a fantastic aroma that smells exactly like the soft drink we all know and love - Squirt. This strain tastes sweet like tart grapefruit. Growers say Squirt has purple and green buds.,0%,60%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,40%,0%,0%,0%,60%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.021,0.0,0.0,0.0,0.0,0.068,0.061,0.0,0.103,0.104,0.36,0.0,0.282,0.459,,0.169,0.183,0.0,0.0,,1.18,0.0,17.08,0.0,0.0,0.08,0.0,0.0,0.02,0.48,0.06,0.0,
Biker Kush,,Indica,15%,Myrcene,"Biker Kush by Karma Genetics is a blend that combines potent and flavorful elements from famously potent parents. Created by crossing Hell’s OG and Lucifer OG (Hell’s OG x SFV OG Kush), Biker Kush pays homage to California cannabis propagators and their intermingling genetics. This stretchy plant produces dense, deep green buds that reek of lemon Pine-Sol and lush, floral earth. Biker Kush has a 9 to 11 week flowering time and a high THC content.  ",64%,57%,0%,42%,0%,35%,28%,7%,14%,0%,21%,0%,14%,21%,28%,0%,21%,7%,0%,35%,0%,0%,0%,0%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.14,0.0,0.0,0.095,0.068,0.029,0.0,0.226,1.31,,0.071,0.52,0.0,0.0,,1.69,0.0,18.83,0.0,0.0,0.13,0.11,0.0,0.0,0.45,0.07,0.0,
Blackberry Cream,,Indica,19%,Myrcene,"Blackberry Cream from Exotic Genetix combines the sweet berry terpenes of Blackberry Kush with the smooth creamy notes of Cookies and Cream. This 70% indica hybrid produces high THC levels, above average yields, and is an excellent choice for hash making.",65%,60%,35%,42%,0%,17%,12%,2%,2%,0%,30%,27%,0%,37%,20%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.042,0.025,0.003,0.0,0.04,0.284,0.0,0.149,0.34,,0.088,0.121,0.0,0.0,,0.91,0.0,12.25,0.0,0.0,0.04,0.0,0.0,0.0,0.3,0.02,0.0,
Afternoon Delight,,Hybrid,16%,Terpinolene,"Afternoon Delight, created by Colorado Seed Inc., is a difficult strain to track down. Noted for its small, dense nuggets and an aroma of pine and pungent terpenes, Afternoon Delight is described as an indica-dominant hybrid with a hazy aura that engulfs the mind and body. But indulge with caution, as this hybrid has also been known for its potency. ",60%,0%,60%,46%,0%,13%,10%,13%,13%,6%,20%,20%,30%,0%,16%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,46%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.042,0.006,0.0,0.0,0.0,0.056,0.0,0.072,0.0,0.409,0.0,0.035,0.056,0.039,0.055,0.158,,0.072,0.13,0.0,0.0,,1.24,0.0,17.11,0.0,0.0,0.11,0.0,0.0,0.0,0.15,0.05,0.0,
Sunny D,,Hybrid,19%,Myrcene,"A cross with Tangie, Dankman’s Sunny D has deep orange flavors that produce a sweet yet pungent scent. Buds are dark green, medium in size, and blanketed in orange pistils. Like a fresh glass of orange juice, this hybrid may be great for starting your day and getting your mind and body moving.",52%,82%,0%,70%,0%,23%,5%,0%,0%,5%,29%,0%,23%,11%,0%,0%,0%,0%,0%,0%,41%,0%,47%,0%,11%,0%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.097,0.0,0.0,0.028,0.09,0.216,0.0,0.349,1.217,,0.111,0.176,0.0,0.0,,0.27,0.0,23.58,0.0,0.0,0.06,0.0,0.0,0.0,0.69,0.17,0.0,
